,mature_mirna_acc,mature_mirna_id,target_symbol,target_entrez,target_ensembl,diana_microt,elmmo,microcosm,miranda,mirdb,pictar,pita,targetscan,predicted.sum,all.sum
1006,MIMAT0002820,hsa-miR-497-5p,CNIH3,149111,ENSG00000143786,0,2,0,0,0,0,0,1,2,2
1007,MIMAT0002820,hsa-miR-497-5p,CNKSR2,22866,ENSG00000149970,1,2,0,0,0,0,0,0,2,2
1008,MIMAT0002820,hsa-miR-497-5p,CNN1,1264,ENSG00000130176,1,2,0,0,0,0,0,0,2,2
1009,MIMAT0002820,hsa-miR-497-5p,CNNM2,54805,ENSG00000148842,0,2,0,0,0,0,1,0,2,2
1010,MIMAT0002820,hsa-miR-497-5p,CNTNAP1,8506,ENSG00000108797,0,4,0,0,0,0,1,0,2,2
1011,MIMAT0002820,hsa-miR-497-5p,COG5,10466,ENSG00000164597,1,2,0,0,0,0,0,0,2,2
1012,MIMAT0002820,hsa-miR-497-5p,COL7A1,1294,ENSG00000114270,2,2,0,0,0,0,0,0,2,2
1013,MIMAT0002820,hsa-miR-497-5p,COP1,64326,ENSG00000143207,0,0,0,0,1,0,0,1,2,2
1014,MIMAT0002820,hsa-miR-497-5p,COPS7A,50813,ENSG00000111652,2,2,0,0,0,0,0,0,2,2
1015,MIMAT0002820,hsa-miR-497-5p,CPEB4,80315,ENSG00000113742,2,0,0,0,0,0,1,0,2,2
1016,MIMAT0002820,hsa-miR-497-5p,CREB5,401317,ENSG00000146592,0,0,0,0,0,1,1,0,2,2
1017,MIMAT0002820,hsa-miR-497-5p,CREB5,9586,ENSG00000146592,0,0,0,0,0,1,1,0,2,2
1018,MIMAT0002820,hsa-miR-497-5p,CREBZF,58487,ENSG00000137504,1,4,0,0,0,0,0,0,2,2
1019,MIMAT0002820,hsa-miR-497-5p,CRYBA1,1411,ENSG00000108255,0,2,0,0,0,0,1,0,2,2
1020,MIMAT0002820,hsa-miR-497-5p,CSF1,1435,ENSG00000184371,1,0,0,0,0,1,0,0,2,2
1021,MIMAT0002820,hsa-miR-497-5p,CTDSPL,10217,ENSG00000144677,0,2,0,0,0,1,0,0,2,2
1022,MIMAT0002820,hsa-miR-497-5p,CTNND1,1500,ENSG00000198561,1,0,0,0,0,0,1,0,2,2
1023,MIMAT0002820,hsa-miR-497-5p,CYB561D1,284613,ENSG00000174151,1,2,0,0,0,0,0,0,2,2
1024,MIMAT0002820,hsa-miR-497-5p,CYB5B,80777,ENSG00000103018,2,2,0,0,0,0,0,0,2,2
1025,MIMAT0002820,hsa-miR-497-5p,CYFIP1,23191,ENSG00000273749,2,2,0,0,0,0,0,0,2,2
1026,MIMAT0002820,hsa-miR-497-5p,CYLD,1540,ENSG00000083799,2,2,0,0,0,0,0,0,2,2
1027,MIMAT0002820,hsa-miR-497-5p,DAGLA,747,ENSG00000134780,1,4,0,0,0,0,0,0,2,2
1028,MIMAT0002820,hsa-miR-497-5p,DCAF10,79269,ENSG00000122741,0,2,0,0,0,1,0,0,2,2
1029,MIMAT0002820,hsa-miR-497-5p,DCBLD2,131566,ENSG00000057019,0,2,0,0,0,1,0,0,2,2
1030,MIMAT0002820,hsa-miR-497-5p,DCTN4,51164,ENSG00000132912,1,2,0,0,0,0,0,0,2,2
1031,MIMAT0002820,hsa-miR-497-5p,DCTN5,84516,ENSG00000166847,1,2,0,0,0,0,0,0,2,2
1032,MIMAT0002820,hsa-miR-497-5p,DDX11,1663,ENSG00000013573,2,0,2,0,0,0,0,0,2,2
1033,MIMAT0002820,hsa-miR-497-5p,DDX6,1656,ENSG00000110367,0,2,0,0,0,0,2,0,2,2
1034,MIMAT0002820,hsa-miR-497-5p,DEF8,54849,ENSG00000140995,1,0,0,0,0,1,0,0,2,2
1035,MIMAT0002820,hsa-miR-497-5p,DENND4A,10260,ENSG00000174485,1,2,0,0,0,0,0,0,2,2
1036,MIMAT0002820,hsa-miR-497-5p,DENR,8562,ENSG00000139726,1,0,0,0,0,0,1,0,2,2
1037,MIMAT0002820,hsa-miR-497-5p,DHX30,22907,ENSG00000132153,1,0,1,0,0,0,0,0,2,2
1038,MIMAT0002820,hsa-miR-497-5p,DHX57,90957,ENSG00000163214,1,0,0,1,0,0,0,0,2,2
1039,MIMAT0002820,hsa-miR-497-5p,DIAPH1,1729,ENSG00000131504,1,2,0,0,0,0,0,0,2,2
1040,MIMAT0002820,hsa-miR-497-5p,DIAPH2,1730,ENSG00000147202,1,0,0,0,0,0,1,0,2,2
1041,MIMAT0002820,hsa-miR-497-5p,DICER1,23405,ENSG00000100697,2,4,0,0,0,0,0,0,2,2
1042,MIMAT0002820,hsa-miR-497-5p,DIXDC1,85458,ENSG00000150764,0,2,0,0,1,0,0,0,2,2
1043,MIMAT0002820,hsa-miR-497-5p,DLD,1738,ENSG00000091140,2,0,0,1,0,0,0,0,2,2
1044,MIMAT0002820,hsa-miR-497-5p,DLG3,1741,ENSG00000082458,0,2,0,0,0,0,1,0,2,2
1045,MIMAT0002820,hsa-miR-497-5p,DLST,1743,ENSG00000119689,2,4,0,0,0,0,0,0,2,2
1046,MIMAT0002820,hsa-miR-497-5p,DMPK,1760,ENSG00000104936,2,0,0,0,3,0,0,0,2,2
1047,MIMAT0002820,hsa-miR-497-5p,DMTN,2039,ENSG00000158856,1,2,0,0,0,0,0,0,2,2
1048,MIMAT0002820,hsa-miR-497-5p,DNAJA4,55466,ENSG00000140403,1,2,0,0,0,0,0,0,2,2
1049,MIMAT0002820,hsa-miR-497-5p,DNAJC10,54431,ENSG00000077232,2,0,0,1,0,0,0,0,2,2
1050,MIMAT0002820,hsa-miR-497-5p,DNAJC16,23341,ENSG00000116138,0,2,0,0,0,1,0,0,2,2
1051,MIMAT0002820,hsa-miR-497-5p,DNAJC5,80331,ENSG00000101152,2,2,0,0,0,0,0,0,2,2
1052,MIMAT0002820,hsa-miR-497-5p,DOCK4,9732,ENSG00000128512,2,2,0,0,0,0,0,0,2,2
1053,MIMAT0002820,hsa-miR-497-5p,DPH5,51611,ENSG00000117543,0,0,0,2,0,0,0,1,2,2
1054,MIMAT0002820,hsa-miR-497-5p,DPYSL5,56896,ENSG00000157851,1,2,0,0,0,0,0,0,2,2
1055,MIMAT0002820,hsa-miR-497-5p,DRD2,1813,ENSG00000149295,1,2,0,0,0,0,0,0,2,2
1056,MIMAT0002820,hsa-miR-497-5p,DUS1L,64118,ENSG00000169718,0,2,3,0,0,0,0,0,2,2
1057,MIMAT0002820,hsa-miR-497-5p,DUSP13,51207,ENSG00000079393,0,2,0,0,0,0,1,0,2,2
1058,MIMAT0002820,hsa-miR-497-5p,DUSP3,1845,ENSG00000108861,0,4,0,0,0,1,0,0,2,2
1059,MIMAT0002820,hsa-miR-497-5p,DYNLL2,140735,ENSG00000264364,2,2,0,0,0,0,0,0,2,2
1060,MIMAT0002820,hsa-miR-497-5p,DZIP1,22873,ENSG00000134874,1,2,0,0,0,0,0,0,2,2
1061,MIMAT0002820,hsa-miR-497-5p,EBI3,10148,ENSG00000105246,2,0,1,0,0,0,0,0,2,2
1062,MIMAT0002820,hsa-miR-497-5p,EDARADD,128178,ENSG00000186197,0,2,0,0,0,0,1,0,2,2
1063,MIMAT0002820,hsa-miR-497-5p,EFCAB4A,283229,ENSG00000177685,1,6,0,0,0,0,0,0,2,2
1064,MIMAT0002820,hsa-miR-497-5p,EIF4G1,1981,ENSG00000114867,2,2,0,0,0,0,0,0,2,2
1065,MIMAT0002820,hsa-miR-497-5p,ELMOD1,643923,ENSG00000110675,0,2,0,0,0,0,1,0,2,2
1066,MIMAT0002820,hsa-miR-497-5p,ELOVL5,60481,ENSG00000012660,2,2,0,0,0,0,0,0,2,2
1067,MIMAT0002820,hsa-miR-497-5p,ELOVL6,79071,ENSG00000170522,1,2,0,0,0,0,0,0,2,2
1068,MIMAT0002820,hsa-miR-497-5p,EMX1,2016,ENSG00000135638,0,2,1,0,0,0,0,0,2,2
1069,MIMAT0002820,hsa-miR-497-5p,ENPP3,5169,ENSG00000154269,1,0,0,3,0,0,0,0,2,2
1070,MIMAT0002820,hsa-miR-497-5p,EPC1,80314,ENSG00000120616,2,0,0,0,1,0,0,0,2,2
1071,MIMAT0002820,hsa-miR-497-5p,EPHA1,2041,ENSG00000146904,0,2,1,0,0,0,0,0,2,2
1072,MIMAT0002820,hsa-miR-497-5p,EPHB4,2050,ENSG00000196411,1,2,0,0,0,0,0,0,2,2
1073,MIMAT0002820,hsa-miR-497-5p,ERC2,26059,ENSG00000187672,0,2,0,0,0,1,0,0,2,2
1074,MIMAT0002820,hsa-miR-497-5p,ESPN,83715,ENSG00000187017,1,4,0,0,0,0,0,0,2,2
1075,MIMAT0002820,hsa-miR-497-5p,ESRP2,80004,ENSG00000103067,2,2,0,0,0,0,0,0,2,2
1076,MIMAT0002820,hsa-miR-497-5p,EXOSC1,51013,ENSG00000171311,1,0,2,0,0,0,0,0,2,2
1077,MIMAT0002820,hsa-miR-497-5p,EXT2,2132,ENSG00000151348,1,0,0,1,0,0,0,0,2,2
1078,MIMAT0002820,hsa-miR-497-5p,FAM110C,642273,ENSG00000184731,0,2,0,0,0,0,0,1,2,2
1079,MIMAT0002820,hsa-miR-497-5p,FAM122B,159090,ENSG00000156504,0,2,0,2,0,0,0,0,2,2
1080,MIMAT0002820,hsa-miR-497-5p,FAM189A1,23359,ENSG00000104059,2,0,0,0,0,1,0,0,2,2
1081,MIMAT0002820,hsa-miR-497-5p,FAM189B,10712,ENSG00000160767,1,0,0,1,0,0,0,0,2,2
1082,MIMAT0002820,hsa-miR-497-5p,FAM60A,58516,ENSG00000139146,1,2,0,0,0,0,0,0,2,2
1083,MIMAT0002820,hsa-miR-497-5p,FAM63B,54629,ENSG00000128923,2,2,0,0,0,0,0,0,2,2
1084,MIMAT0002820,hsa-miR-497-5p,FAM65B,9750,ENSG00000111913,2,0,0,1,0,0,0,0,2,2
1085,MIMAT0002820,hsa-miR-497-5p,FBXL20,84961,ENSG00000108306,0,0,0,0,1,1,0,0,2,2
1086,MIMAT0002820,hsa-miR-497-5p,FBXO10,26267,ENSG00000147912,1,2,0,0,0,0,0,0,2,2
1087,MIMAT0002820,hsa-miR-497-5p,FBXO33,254170,ENSG00000165355,0,0,0,0,0,1,1,0,2,2
1088,MIMAT0002820,hsa-miR-497-5p,FCRL2,79368,ENSG00000132704,1,0,0,2,0,0,0,0,2,2
1089,MIMAT0002820,hsa-miR-497-5p,FGF1,2246,ENSG00000113578,2,2,0,0,0,0,0,0,2,2
1090,MIMAT0002820,hsa-miR-497-5p,FICD,11153,ENSG00000198855,1,0,0,0,0,0,0,1,2,2
1091,MIMAT0002820,hsa-miR-497-5p,FIGF,2277,ENSG00000165197,0,2,0,1,0,0,0,0,2,2
1092,MIMAT0002820,hsa-miR-497-5p,FIGN,55137,ENSG00000182263,1,0,0,0,0,0,1,0,2,2
1093,MIMAT0002820,hsa-miR-497-5p,FKBP1B,2281,ENSG00000119782,2,2,0,0,0,0,0,0,2,2
1094,MIMAT0002820,hsa-miR-497-5p,FNDC3A,22862,ENSG00000102531,0,2,0,0,0,0,1,0,2,2
1095,MIMAT0002820,hsa-miR-497-5p,FNDC3B,64778,ENSG00000075420,0,2,0,0,0,0,1,0,2,2
1096,MIMAT0002820,hsa-miR-497-5p,FNDC5,252995,ENSG00000160097,1,2,0,0,0,0,0,0,2,2
1097,MIMAT0002820,hsa-miR-497-5p,FNTA,2339,ENSG00000168522,0,4,0,0,0,0,0,1,2,2
1098,MIMAT0002820,hsa-miR-497-5p,FOXO1,2308,ENSG00000150907,1,2,0,0,0,0,0,0,2,2
1099,MIMAT0002820,hsa-miR-497-5p,FOXP2,93986,ENSG00000128573,0,0,0,0,0,1,2,0,2,2
1100,MIMAT0002820,hsa-miR-497-5p,FRS2,10818,ENSG00000166225,1,2,0,0,0,0,0,0,2,2
1101,MIMAT0002820,hsa-miR-497-5p,FRY,10129,ENSG00000073910,2,0,0,0,0,0,1,0,2,2
1102,MIMAT0002820,hsa-miR-497-5p,FSD1,79187,ENSG00000105255,0,2,0,0,0,0,0,1,2,2
1103,MIMAT0002820,hsa-miR-497-5p,FZD4,8322,ENSG00000174804,1,2,0,0,0,0,0,0,2,2
1104,MIMAT0002820,hsa-miR-497-5p,G2E3,55632,ENSG00000092140,0,0,0,0,1,0,0,1,2,2
1105,MIMAT0002820,hsa-miR-497-5p,G3BP2,9908,ENSG00000138757,1,2,0,0,0,0,0,0,2,2
1106,MIMAT0002820,hsa-miR-497-5p,GAN,8139,ENSG00000261609,0,0,0,0,0,0,1,1,2,2
1107,MIMAT0002820,hsa-miR-497-5p,GANAB,23193,ENSG00000089597,0,2,0,0,0,0,1,0,2,2
1108,MIMAT0002820,hsa-miR-497-5p,GATAD2B,57459,ENSG00000143614,1,2,0,0,0,0,0,0,2,2
1109,MIMAT0002820,hsa-miR-497-5p,GBA,2629,ENSG00000177628,0,0,1,0,0,0,1,0,2,2
1110,MIMAT0002820,hsa-miR-497-5p,GBF1,8729,ENSG00000107862,2,2,0,0,0,0,0,0,2,2
1111,MIMAT0002820,hsa-miR-497-5p,GDPD2,54857,ENSG00000130055,0,0,1,1,0,0,0,0,2,2
1112,MIMAT0002820,hsa-miR-497-5p,GGA3,23163,ENSG00000125447,2,0,0,0,0,1,0,0,2,2
1113,MIMAT0002820,hsa-miR-497-5p,GIT1,28964,ENSG00000108262,0,2,0,0,0,0,1,0,2,2
1114,MIMAT0002820,hsa-miR-497-5p,GLCE,26035,ENSG00000138604,1,0,0,0,0,0,1,0,2,2
1115,MIMAT0002820,hsa-miR-497-5p,GLUD2,2747,ENSG00000182890,1,2,0,0,0,0,0,0,2,2
1116,MIMAT0002820,hsa-miR-497-5p,GNA13,10672,ENSG00000120063,0,2,0,0,0,1,0,0,2,2
1117,MIMAT0002820,hsa-miR-497-5p,GNAL,2774,ENSG00000141404,0,2,0,0,0,1,0,0,2,2
1118,MIMAT0002820,hsa-miR-497-5p,GNAS,2778,ENSG00000087460,0,0,0,1,0,0,2,0,2,2
1119,MIMAT0002820,hsa-miR-497-5p,GPC6,10082,ENSG00000183098,0,2,0,0,0,1,0,0,2,2
1120,MIMAT0002820,hsa-miR-497-5p,GPM6B,2824,ENSG00000046653,0,2,0,0,0,0,1,0,2,2
1121,MIMAT0002820,hsa-miR-497-5p,GPR153,387509,ENSG00000158292,1,2,0,0,0,0,0,0,2,2
1122,MIMAT0002820,hsa-miR-497-5p,GPSM3,63940,ENSG00000213654,1,2,0,0,0,0,0,0,2,2
1123,MIMAT0002820,hsa-miR-497-5p,GPX1,2876,ENSG00000233276,1,0,1,0,0,0,0,0,2,2
1124,MIMAT0002820,hsa-miR-497-5p,GRB10,2887,ENSG00000106070,2,2,0,0,0,0,0,0,2,2
1125,MIMAT0002820,hsa-miR-497-5p,GRM8,2918,ENSG00000179603,1,0,0,0,0,0,1,0,2,2
1126,MIMAT0002820,hsa-miR-497-5p,GSKIP,51527,ENSG00000100744,0,2,0,0,0,0,0,1,2,2
1127,MIMAT0002820,hsa-miR-497-5p,GYLTL1B,120071,ENSG00000165905,1,2,0,0,0,0,0,0,2,2
1128,MIMAT0002820,hsa-miR-497-5p,HAUS3,79441,ENSG00000214367,1,0,0,0,0,0,1,0,2,2
1129,MIMAT0002820,hsa-miR-497-5p,HCN1,348980,ENSG00000164588,1,2,0,0,0,0,0,0,2,2
1130,MIMAT0002820,hsa-miR-497-5p,HDGF,3068,ENSG00000143321,1,2,0,0,0,0,0,0,2,2
1131,MIMAT0002820,hsa-miR-497-5p,HECTD1,25831,ENSG00000092148,0,0,0,0,1,1,0,0,2,2
1132,MIMAT0002820,hsa-miR-497-5p,HMBOX1,79618,ENSG00000147421,1,2,0,0,0,0,0,0,2,2
1133,MIMAT0002820,hsa-miR-497-5p,HMGXB4,10042,ENSG00000100281,2,2,0,0,0,0,0,0,2,2
1134,MIMAT0002820,hsa-miR-497-5p,HOXA3,3200,ENSG00000105997,0,2,0,0,0,0,0,1,2,2
1135,MIMAT0002820,hsa-miR-497-5p,HOXC11,3227,ENSG00000123388,2,2,0,0,0,0,0,0,2,2
1136,MIMAT0002820,hsa-miR-497-5p,HP1BP3,50809,ENSG00000127483,2,2,0,0,0,0,0,0,2,2
1137,MIMAT0002820,hsa-miR-497-5p,HS3ST5,222537,ENSG00000249853,1,4,0,0,0,0,0,0,2,2
1138,MIMAT0002820,hsa-miR-497-5p,HTT,3064,ENSG00000197386,1,4,0,0,0,0,0,0,2,2
1139,MIMAT0002820,hsa-miR-497-5p,IARS,3376,ENSG00000196305,0,2,0,1,0,0,0,0,2,2
1140,MIMAT0002820,hsa-miR-497-5p,IARS1,3376,ENSG00000196305,0,0,0,0,1,0,0,1,2,2
1141,MIMAT0002820,hsa-miR-497-5p,ICA1,3382,ENSG00000003147,0,0,1,0,0,0,1,0,2,2
1142,MIMAT0002820,hsa-miR-497-5p,IL2RB,3560,ENSG00000100385,2,2,0,0,0,0,0,0,2,2
1143,MIMAT0002820,hsa-miR-497-5p,INTS4,92105,ENSG00000149262,1,0,0,1,0,0,0,0,2,2
1144,MIMAT0002820,hsa-miR-497-5p,IP6K1,9807,ENSG00000176095,1,6,0,0,0,0,0,0,2,2
1145,MIMAT0002820,hsa-miR-497-5p,IRF2BP1,26145,ENSG00000170604,1,4,0,0,0,0,0,0,2,2
1146,MIMAT0002820,hsa-miR-497-5p,IRF2BPL,64207,ENSG00000119669,2,2,0,0,0,0,0,0,2,2
1147,MIMAT0002820,hsa-miR-497-5p,IRS2,8660,ENSG00000185950,1,2,0,0,0,0,0,0,2,2
1148,MIMAT0002820,hsa-miR-497-5p,ISM2,145501,ENSG00000100593,2,4,0,0,0,0,0,0,2,2
1149,MIMAT0002820,hsa-miR-497-5p,ISOC1,51015,ENSG00000066583,2,2,0,0,0,0,0,0,2,2
1150,MIMAT0002820,hsa-miR-497-5p,ITGA10,101060422,ENSG00000143127,1,2,0,0,0,0,0,0,2,2
1151,MIMAT0002820,hsa-miR-497-5p,ITGA10,8515,ENSG00000143127,1,2,0,0,0,0,0,0,2,2
1152,MIMAT0002820,hsa-miR-497-5p,IYD,389434,ENSG00000009765,2,2,0,0,0,0,0,0,2,2
1153,MIMAT0002820,hsa-miR-497-5p,JMJD7-PLA2G4B,100137047,ENSG00000168970,1,2,0,0,0,0,0,0,2,2
1154,MIMAT0002820,hsa-miR-497-5p,JMJD7-PLA2G4B,100137049,ENSG00000168970,1,2,0,0,0,0,0,0,2,2
1155,MIMAT0002820,hsa-miR-497-5p,JMJD7-PLA2G4B,8681,ENSG00000168970,1,2,0,0,0,0,0,0,2,2
1156,MIMAT0002820,hsa-miR-497-5p,JPH2,57158,ENSG00000149596,1,2,0,0,0,0,0,0,2,2
1157,MIMAT0002820,hsa-miR-497-5p,KARS,3735,ENSG00000065427,2,0,1,0,0,0,0,0,2,2
1158,MIMAT0002820,hsa-miR-497-5p,KCMF1,56888,ENSG00000176407,1,2,0,0,0,0,0,0,2,2
1159,MIMAT0002820,hsa-miR-497-5p,KCNC4,3749,ENSG00000116396,2,4,0,0,0,0,0,0,2,2
1160,MIMAT0002820,hsa-miR-497-5p,KCNG4,93107,ENSG00000168418,0,2,0,0,1,0,0,0,2,2
1161,MIMAT0002820,hsa-miR-497-5p,KCNIP1,30820,ENSG00000182132,1,0,0,1,0,0,0,0,2,2
1162,MIMAT0002820,hsa-miR-497-5p,KCNK1,3775,ENSG00000135750,1,0,1,0,0,0,0,0,2,2
1163,MIMAT0002820,hsa-miR-497-5p,KCNQ5,56479,ENSG00000185760,1,0,0,0,0,0,1,0,2,2
1164,MIMAT0002820,hsa-miR-497-5p,KDM4E,390245,ENSG00000235268,1,2,0,0,0,0,0,0,2,2
1165,MIMAT0002820,hsa-miR-497-5p,KHNYN,23351,ENSG00000100441,2,2,0,0,0,0,0,0,2,2
1166,MIMAT0002820,hsa-miR-497-5p,KIAA0226,9711,ENSG00000145016,0,2,0,0,0,0,1,0,2,2
1167,MIMAT0002820,hsa-miR-497-5p,KIAA0232,9778,ENSG00000170871,0,2,0,0,0,0,2,0,2,2
1168,MIMAT0002820,hsa-miR-497-5p,KIAA1199,57214,ENSG00000103888,2,2,0,0,0,0,0,0,2,2
1169,MIMAT0002820,hsa-miR-497-5p,KIAA1462,57608,ENSG00000165757,1,2,0,0,0,0,0,0,2,2
1170,MIMAT0002820,hsa-miR-497-5p,KIAA1737,85457,ENSG00000198894,1,2,0,0,0,0,0,0,2,2
1171,MIMAT0002820,hsa-miR-497-5p,KIF1C,10749,ENSG00000129250,1,0,0,0,0,1,0,0,2,2
1172,MIMAT0002820,hsa-miR-497-5p,KIF21B,23046,ENSG00000116852,2,0,0,0,0,0,1,0,2,2
1173,MIMAT0002820,hsa-miR-497-5p,KIF2A,3796,ENSG00000068796,0,4,0,1,0,0,0,0,2,2
1174,MIMAT0002820,hsa-miR-497-5p,KIFC2,90990,ENSG00000167702,0,0,1,0,0,0,1,0,2,2
1175,MIMAT0002820,hsa-miR-497-5p,KIFC3,3801,ENSG00000140859,1,2,0,0,0,0,0,0,2,2
1176,MIMAT0002820,hsa-miR-497-5p,KLHL15,80311,ENSG00000174010,1,6,0,0,0,0,0,0,2,2
1177,MIMAT0002820,hsa-miR-497-5p,KLHL18,23276,ENSG00000114648,2,6,0,0,0,0,0,0,2,2
1178,MIMAT0002820,hsa-miR-497-5p,KRTAP9-3,83900,ENSG00000204873,1,0,1,0,0,0,0,0,2,2
1179,MIMAT0002820,hsa-miR-497-5p,KSR1,8844,ENSG00000141068,1,2,0,0,0,0,0,0,2,2
1180,MIMAT0002820,hsa-miR-497-5p,LAMTOR3,8649,ENSG00000109270,2,2,0,0,0,0,0,0,2,2
1181,MIMAT0002820,hsa-miR-497-5p,LARGE2,120071,ENSG00000165905,0,0,0,0,1,0,0,1,2,2
1182,MIMAT0002820,hsa-miR-497-5p,LARP1,23367,ENSG00000155506,1,0,0,0,0,0,1,0,2,2
1183,MIMAT0002820,hsa-miR-497-5p,LARP1B,55132,ENSG00000138709,0,0,0,2,0,0,0,1,2,2
1184,MIMAT0002820,hsa-miR-497-5p,LCORL,254251,ENSG00000178177,1,2,0,0,0,0,0,0,2,2
1185,MIMAT0002820,hsa-miR-497-5p,LDB3,11155,ENSG00000122367,2,0,0,1,0,0,0,0,2,2
1186,MIMAT0002820,hsa-miR-497-5p,LEPREL1,55214,ENSG00000090530,2,2,0,0,0,0,0,0,2,2
1187,MIMAT0002820,hsa-miR-497-5p,LFNG,3955,ENSG00000106003,0,2,0,0,0,0,1,0,2,2
1188,MIMAT0002820,hsa-miR-497-5p,LHPP,64077,ENSG00000107902,2,2,0,0,0,0,0,0,2,2
1189,MIMAT0002820,hsa-miR-497-5p,LHX3,8022,ENSG00000107187,2,2,0,0,0,0,0,0,2,2
1190,MIMAT0002820,hsa-miR-497-5p,LIMS1,3987,ENSG00000169756,1,4,0,0,0,0,0,0,2,2
1191,MIMAT0002820,hsa-miR-497-5p,LMAN2L,81562,ENSG00000114988,2,4,0,0,0,0,0,0,2,2
1192,MIMAT0002820,hsa-miR-497-5p,LMO7,4008,ENSG00000136153,1,2,0,0,0,0,0,0,2,2
1193,MIMAT0002820,hsa-miR-497-5p,LMOD1,25802,ENSG00000163431,1,2,0,0,0,0,0,0,2,2
1194,MIMAT0002820,hsa-miR-497-5p,LONRF3,79836,ENSG00000175556,1,0,1,0,0,0,0,0,2,2
1195,MIMAT0002820,hsa-miR-497-5p,LRCH1,23143,ENSG00000136141,0,2,0,1,0,0,0,0,2,2
1196,MIMAT0002820,hsa-miR-497-5p,LRCH3,84859,ENSG00000186001,1,0,1,0,0,0,0,0,2,2
1197,MIMAT0002820,hsa-miR-497-5p,LRRC1,55227,ENSG00000137269,1,0,0,0,0,0,1,0,2,2
1198,MIMAT0002820,hsa-miR-497-5p,LRRC14,9684,ENSG00000160959,1,2,0,0,0,0,0,0,2,2
1199,MIMAT0002820,hsa-miR-497-5p,LRRC7,57554,ENSG00000033122,0,0,0,1,0,0,1,0,2,2
1200,MIMAT0002820,hsa-miR-497-5p,LRRN3,54674,ENSG00000173114,0,2,0,0,1,0,0,0,2,2
1201,MIMAT0002820,hsa-miR-497-5p,LRRTM2,26045,ENSG00000146006,0,2,0,0,0,0,1,0,2,2
1202,MIMAT0002820,hsa-miR-497-5p,LTB,4050,ENSG00000227507,1,4,0,0,0,0,0,0,2,2
1203,MIMAT0002820,hsa-miR-497-5p,LURAP1,541468,ENSG00000171357,0,2,0,0,0,0,0,1,2,2
1204,MIMAT0002820,hsa-miR-497-5p,LURAP1L,286343,ENSG00000153714,0,0,0,0,1,0,0,1,2,2
1205,MIMAT0002820,hsa-miR-497-5p,LY6E,4061,ENSG00000160932,1,2,0,0,0,0,0,0,2,2
1206,MIMAT0002820,hsa-miR-497-5p,LY9,4063,ENSG00000122224,2,4,0,0,0,0,0,0,2,2
1207,MIMAT0002820,hsa-miR-497-5p,LYPLA2,11313,ENSG00000011009,2,2,0,0,0,0,0,0,2,2
1208,MIMAT0002820,hsa-miR-497-5p,LYZL4,131375,ENSG00000157093,0,2,0,1,0,0,0,0,2,2
1209,MIMAT0002820,hsa-miR-497-5p,MADD,8567,ENSG00000110514,2,2,0,0,0,0,0,0,2,2
1210,MIMAT0002820,hsa-miR-497-5p,MAK,4117,ENSG00000111837,2,2,0,0,0,0,0,0,2,2
1211,MIMAT0002820,hsa-miR-497-5p,MAP3K13,9175,ENSG00000073803,2,0,0,0,1,0,0,0,2,2
1212,MIMAT0002820,hsa-miR-497-5p,MAP3K4,4216,ENSG00000085511,2,2,0,0,0,0,0,0,2,2
1213,MIMAT0002820,hsa-miR-497-5p,MAP4,4134,ENSG00000047849,0,6,0,0,0,0,1,0,2,2
1214,MIMAT0002820,hsa-miR-497-5p,MAPK1IP1L,93487,ENSG00000168175,0,2,0,0,0,1,0,0,2,2
1215,MIMAT0002820,hsa-miR-497-5p,MAPK4,5596,ENSG00000141639,1,2,0,0,0,0,0,0,2,2
1216,MIMAT0002820,hsa-miR-497-5p,MAPK8,5599,ENSG00000107643,2,2,0,0,0,0,0,0,2,2
1217,MIMAT0002820,hsa-miR-497-5p,MAPK9,5601,ENSG00000050748,2,4,0,0,0,0,0,0,2,2
1218,MIMAT0002820,hsa-miR-497-5p,05-Mar,54708,ENSG00000198060,1,4,0,0,0,0,0,0,2,2
1219,MIMAT0002820,hsa-miR-497-5p,MARK2,2011,ENSG00000072518,2,2,0,0,0,0,0,0,2,2
1220,MIMAT0002820,hsa-miR-497-5p,MASP1,5648,ENSG00000127241,2,0,0,0,1,0,0,0,2,2
1221,MIMAT0002820,hsa-miR-497-5p,MBD1,4152,ENSG00000141644,0,4,4,0,0,0,0,0,2,2
1222,MIMAT0002820,hsa-miR-497-5p,MECOM,2122,ENSG00000085276,2,2,0,0,0,0,0,0,2,2
1223,MIMAT0002820,hsa-miR-497-5p,MECP2,4204,ENSG00000169057,0,2,0,0,0,0,1,0,2,2
1224,MIMAT0002820,hsa-miR-497-5p,MED13,9969,ENSG00000108510,0,2,0,0,0,0,1,0,2,2
1225,MIMAT0002820,hsa-miR-497-5p,MFAP5,8076,ENSG00000197614,1,0,0,1,0,0,0,0,2,2
1226,MIMAT0002820,hsa-miR-497-5p,MGA,23269,ENSG00000174197,0,4,0,0,0,0,2,0,2,2
1227,MIMAT0002820,hsa-miR-497-5p,MIB1,57534,ENSG00000101752,0,4,0,0,0,1,0,0,2,2
1228,MIMAT0002820,hsa-miR-497-5p,MICU1,10367,ENSG00000107745,0,2,1,0,0,0,0,0,2,2
1229,MIMAT0002820,hsa-miR-497-5p,MLH3,27030,ENSG00000119684,2,2,0,0,0,0,0,0,2,2
